review_id,sentences_ids,sentences_texts,sentences_opinions,texts_trans,opinions_trans
2004,160,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty positive,"Они предлагают лучшую гарантию в бизнесе и не предоставляют ее третьим лицам, как Toshiba.",гарантия positive
1007,1413,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size negative <sep> consistancy negative,"Кроме того, из-за размера и прочности портативного компьютера некоторые веб-сайты даже не будут пытаться работать на компьютере из-за проблем с браузером.",размер negative <sep> постоянство negative
2334,1409,"But the quality, in general was less than the worth of the cheap laptop.",quality negative,"Но качество в целом было меньше, чем стоит дешевый ноутбук.",качественный negative
793,515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty neutral <sep> extended warranties neutral,"Они сказали, что на мой компьютер распространяется расширенная гарантия, и что о продуктах с расширенной гарантией заботятся третьи стороны, а не сама Sony.",Расширенная гарантия neutral <sep> расширенные гарантии neutral
2670,2820,"Fast, great visual!",visual positive,"Быстро, отличный визуал!",визуальный positive
1503,12,For the [$] price (special offer) this is a great laptop.,price positive,По цене [$] (специальное предложение) это отличный ноутбук.,цена positive
2376,1558,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display positive <sep> starts positive,"Macbook запускается быстро, не дает сбоев, у него отличный дисплей, он маленький и легкий (у меня 13,3-дюймовая модель) и не всегда жалуется на обновления, потерянные соединения, ошибки, синие экраны и т. Д.",отображать positive <sep> начинается positive
1781,154,"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming positive <sep> media positive,"Видеокарта отлично подходит для мультимедиа и выше среднего для игр, но не лучший выбор геймеров.",игра positive <sep> СМИ positive
3039,848,"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.",repair positive,"То, как Toshiba выполняет ремонт, по-разному, некоторые люди указывают, что с них взимали плату даже за начальное исправление, у других ремонт выполнялся 5 раз.",ремонт positive
1812,1956,"Actually, I had noticed the one on the sales floor also didn't have sound!",sound negative,"На самом деле, я заметил, что в торговом зале тоже не было звука!",звук negative
2809,327,"Also it is very good for college students who just need a reliable, easy to use computer.",use positive,"Также он очень хорош для студентов, которым просто нужен надежный и простой в использовании компьютер.",использовать positive
1001,625,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset negative,"Никакой временной замены, они не подлежат замене, потому что «на многих компьютерах были проблемы с чипсетом Nvidia» - Требуется статус ремонта.",Чипсет Nvidia negative
1851,519,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life negative <sep> warranty negative,"Время автономной работы высосало сок из моего ноутбука, и когда батарея с увеличенным сроком службы вышла из строя, мы были СОЛНЕЧНЫМИ для этой гарантии, покрывающей все продукты, которые мы купили.",срок службы батареи negative <sep> гарантия negative
1335,2768,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software neutral,"Единственное, чего я не узнал в своем исследовании, так это того программного обеспечения, которое мне понадобится, например, защиты конфиденциальности и гарантийной защиты на случай, если оно сломается, выйдет из строя и т. Д.",программное обеспечение neutral
1255,913," A MONTH LATER, we reinstall the OS (Vista).",OS (Vista) negative,ЧЕРЕЗ МЕСЯЦ переустанавливаем ОС (Vista).,ОС (Vista) negative
1653,2596,This system came loaded with Windows 7 Starter.,Windows 7 Starter neutral,Эта система поставляется с Windows 7 Starter.,Windows 7 Начальная neutral
543,2276,"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",LaCie 2Big external drive neutral <sep> firewire 800 interface positive <sep> Time Machine neutral,"Я подключаю внешний диск LaCie 2Big через интерфейс Firewire 800, который полезен для Time Machine.",Внешний накопитель LaCie 2Big neutral <sep> Firewire 800 интерфейс positive <sep> Машина времени neutral
1137,2413,"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time positive,"Mac требует примерно того же времени запуска, что и средний ПК, но остается чистым и готовым к использованию.",время запуска positive
2783,1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",programs positive <sep> Keynote neutral <sep> Pages neutral <sep> Numbers neutral,"Во всех программах (Keynote, Pages, Numbers) есть возможность сохранять ваши документы как совместимые с Microsoft, что действительно устраняет необходимость в самих файлах.",программы positive <sep> Основной доклад neutral <sep> Страницы neutral <sep> Числа neutral
1548,2948,The only thing is that the battery won't last more than 1/2 an hour.,battery negative,"Единственное, батареи хватит не более чем на полчаса.",аккумулятор negative
1665,1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers neutral <sep> Windows 7 Ultimate neutral,Раньше я перезагружал Windows 7 Ultimate и использовал только загруженные драйверы с сайта Acer.,водители neutral <sep> Windows 7 Ultimate neutral
277,260,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam negative,"о да, а если модная веб-камера сломается, угадайте, кому вы должны отправить ее, чтобы исправить?",вебкамера negative
2219,834,"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen positive <sep> price-point positive <sep> appearance positive <sep> boots up positive <sep> runs positive","Внешне этот ноутбук выглядит великолепно: экран 17 дюймов, хорошая цена, приятный внешний вид, быстро загружается, быстро работает и т. Д.",17-дюймовый экран positive <sep> ценовой ориентир positive <sep> внешность positive <sep> загружается positive <sep> бежит positive
2091,1406,Many of my classmates computers hard drives crashed.,hard drives negative,У многих из моих одноклассников вышли из строя жесткие диски компьютеров.,жесткие диски negative
2351,2984,"My husband uses it mostly for games, email and music.",games neutral,"Мой муж использует его в основном для игр, электронной почты и музыки.",игры neutral
1708,223,It just works flawlessly!,works positive,Просто работает безупречно!,работает positive
534,714,I can't say enough of how satisfied I am with their product and help aftermarket.,product and help aftermarket positive,"Я не могу сказать достаточно о том, насколько я доволен их продуктом и помощью послепродажного обслуживания.",продукт и помощь послепродажного обслуживания positive
577,2174,"Not to mention, the battery life is absolutely amazing.",battery life positive,"Не говоря уже о том, что время автономной работы просто потрясающее.",срок службы батареи positive
1992,2156,"Of course, for a student, weight is always an issue.",weight neutral,"Конечно, для студента вес всегда является проблемой.",масса neutral
2528,2682,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming negative,"Не уверен, как я рекомендую его для качественных игр, так как по этой причине у меня есть настольный компьютер.",игра negative
228,2465,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","keyboard positive <sep> keys positive <sep> configuration of ""extra key"" positive","Поскольку я набираю более 100 слов в минуту, я ищу устройство с удобной клавиатурой (без заедания или запаздывания клавиш, странной конфигурации «дополнительных клавиш» и т. Д.",клавиатура positive <sep> ключи positive <sep> конфигурация «лишнего ключа» positive
300,1566,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive negative,"Единственное, что я хотел бы добавить к этому, - это внутренний привод для чтения / записи bluray.",привод чтения / записи bluray negative
2023,2671,"while about 8 years ago, I hope that the quality has changed.",quality negative,"тогда как лет 8 назад я надеюсь, что качество изменилось.",качественный negative
700,240,Skype is just so dang cool with this machine too.,Skype positive,Skype - это чертовски круто и с этой машиной.,Skype positive
1987,1977,"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price negative,"Я видел, что у Walmart был тот же компьютер примерно за 650 долларов, но, зная то, что я знаю сейчас, я бы не стал покупать его по такой цене.",цена negative
2736,1302,I guess he was the technical person.,technical person neutral,"Думаю, он был техническим специалистом.",технический специалист neutral
2904,1992,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",DVD burner negative <sep> power supply negative,"Так или иначе, в начале июля этого года DVD рекордер перестал работать, и у компьютера начались проблемы с питанием.",DVD записывающее устройство negative <sep> источник питания negative
573,2564,My kids (and dogs) destroyed two power cords by pulling on them.,power cords neutral,"Мои дети (и собаки) повредили два шнура питания, потянув за них.",шнуры питания neutral
2761,1087,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD negative,В любом случае клавиатура неудовлетворительна.,КЛАВИАТУРА negative
719,1532,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand neutral,"У моей сестры тот же Mac, что и у меня, она в группе и использует GarageBand для записи и редактирования.",Гаражная группа neutral
1702,1082,Sony parts reliability and quality of service is recenlty the worst.,service negative,Надежность запчастей Sony и качество обслуживания в последнее время наихудшие.,услуга negative
1942,1459,  i have tried to charge on different batteries with no luck.,batteries negative,Я безуспешно пытался зарядить от других аккумуляторов.,батарейки negative
750,1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7 neutral <sep> Vista neutral <sep> Vista negative <sep> windows neutral,"Я заметил, что в Windows есть новая система под названием Windows 7. А как насчет нас, пользователей Vista? ",Windows 7 neutral <sep> Vista neutral <sep> Vista negative <sep> окна neutral
856,948,  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord negative,"Кожух шнура питания поджарился и потряс мужа, когда вытаскивал его из розетки.",кожух сетевого шнура negative
3000,29,"I had to adjust my mousepad sensitivity, because it is very sensitive.",mousepad sensitivity negative,"Мне пришлось настроить чувствительность коврика для мыши, потому что он очень чувствительный.",чувствительность коврика для мыши negative
1773,267,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player neutral <sep> book negative,"В аппарате есть проигрыватель bluray, ни о нем, ни о том, как подключить его к HDTV, в книге нет.",Блю-рей проигрыватель neutral <sep> книга negative
511,1529,A mac is very easy to use and it simply makes sense.,use positive,"Mac очень прост в использовании, и в этом есть смысл.",использовать positive
1507,61,What I'd like is for the laptop to run well without having to purchase additional memory.,memory negative <sep> run neutral,"Я бы хотел, чтобы ноутбук работал нормально без необходимости покупать дополнительную память.",объем памяти negative <sep> запустить neutral
1363,1885,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity neutral <sep> USB wireless card neutral,"Если подключение к Интернету важно, я бы порекомендовал купить нетбук dell за 50 баксов дороже или купить беспроводную USB-карту.",подключение к Интернету neutral <sep> Беспроводная карта USB neutral
454,2943,Its fast and another thing I like is that it has three USB ports.,USB ports positive,"Он быстрый, и мне еще нравится то, что он имеет три порта USB.",USB-порты positive
2128,2761,It's even easy to hook up to other wireless networks.,hook up to other wireless networks positive,Даже легко подключиться к другим беспроводным сетям.,подключиться к другим беспроводным сетям positive
1292,2655,Great product by Apple with the new great looking design.,design positive,Отличный продукт от Apple с новым великолепным дизайном.,дизайн positive
841,285,It doesnt work worth a damn.,work negative,Это не стоит ни черта.,Работа negative
1634,1067,Unless you need the Bluetooth 3.,Bluetooth 3 neutral,Если вам не нужен Bluetooth 3.,Bluetooth 3 neutral
997,1986,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows negative <sep> screen hinges negative,"Мне пришлось переустановить Windows в течение двух недель после покупки, и вскоре я обнаружил трещины в шарнирах экрана.",Окна negative <sep> петли экрана negative
2482,542,power supply went bad after 2 weeks --,power supply negative,питание вышло из строя через 2 недели -,источник питания negative
1262,940,"  I definitely suggest getting an extended warranty, you will probably need it!",extended warranty positive,"Обязательно предлагаю получить расширенную гарантию, она вам наверняка понадобится!",Расширенная гарантия positive
1334,1531,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs positive <sep> iphoto positive <sep> imail positive <sep> imovie positive,"Программы отличные, такие как iphoto (люблю возможности редактирования), imail (который можно объединить с адресной книгой на ipod и ipad), imovie и т. Д.",программы positive <sep> iphoto positive <sep> imail positive <sep> imovie positive
428,1844,"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.",warranty neutral,"после того, как я дал им серийный номер, первое, что мне сказали, было то, что гарантия не действует и я могу заплатить за ремонт.",гарантия neutral
2748,927,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price negative,"Так что тогда вам может повезти найти кого-то, кто понимает, что это бесполезно, и они позволят вам отправить его обратно, но, конечно, вы рискуете, что они попробуют его, чтобы увидеть, что произошло, и они скажут вам, что ",цена negative
1903,486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software neutral <sep> speakers positive <sep> subwoofer positive <sep> extended life battery neutral <sep> Docking port neutral <sep> bluetooth mouse neutral <sep> bluetooth enabled negative,"Это включало в себя дополнительное программное обеспечение Sony Sonic Stage, динамики и сабвуфер, которые я получил (он стоил своих денег), Bluetooth-мышь для моего компьютера, предположительно с поддержкой Bluetooth, аккумулятор с увеличенным сроком службы и док-порт.",Программное обеспечение Sony Sonic Stage neutral <sep> динамики positive <sep> сабвуфер positive <sep> аккумулятор с увеличенным сроком службы neutral <sep> Док-порт neutral <sep> bluetooth мышь neutral <sep> Bluetooth включен negative
193,2296,You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program negative,"Вам не придется тратить кучу денег на какую-то неэффективную вирусную программу, которую нужно обновлять каждый месяц и которая постоянно истощает ваш кошелек.",вирусная программа negative
2320,1744,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Supplied software neutral <sep> software positive <sep> Windows negative,"Поставляемое программное обеспечение: программное обеспечение, поставляемое с этим устройством, приветствуется по сравнению с тем, что поставляется с Windows.",Поставляемое программное обеспечение neutral <sep> программное обеспечение positive <sep> Окна negative
2650,701,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life negative,"Время автономной работы также не соответствует заявленным, но все же я думаю, что MacBook намного опережает остальную часть пакета.",срок службы батареи negative
411,490,But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth negative,"Но Sony сказала, что мы можем отправить его обратно и заплатить за добавление Bluetooth еще семьдесят с чем-то долларов.",добавление блютуза negative
2094,1775,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping positive <sep> price positive <sep> budget positive,"13-дюймовый Macbook Pro просто вписывается в мой бюджет, с бесплатной доставкой и без налогов в Калифорнию, это лучшая цена, которую мы можем получить за отличный продукт.",перевозки positive <sep> цена positive <sep> бюджет positive
97,1524,"If a website ever freezes (which is rare), its really easy to force quit.",force quit positive,"Если веб-сайт когда-либо зависает (что бывает редко), его действительно легко заставить закрыть.",принудительно выйти positive
1475,1545,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",portability positive <sep> battery life positive,"Я использую его для своего репетиторского бизнеса, и, поскольку я постоянно перехожу от студента к студенту, он идеально подходит для портативности и времени автономной работы (да, он дает 8 часов, как рекламируется!).",переносимость positive <sep> срок службы батареи positive
2186,1819,"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software negative <sep> windows media neutral <sep> price positive,"Он не поставлялся с каким-либо программным обеспечением, установленным за пределами Windows Media, но по цене я был очень доволен состоянием и продуктом в целом.",программное обеспечение negative <sep> Windows Media neutral <sep> цена positive
2468,1794,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame positive <sep> keyboard positive,"Мне нравится прочный алюминиевый корпус с механической обработкой, а клавиатура - лучшая из всех ноутбуков, которые я использовал.",обработанная алюминиевая рама positive <sep> клавиатура positive
890,1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING negative,"ПРИ НАБОРЕ БУКВЫ И ПРОБЕЛЫ ЧАСТО ОПЕШАЮТСЯ, ТРЕБУЕТСЯ ПОВТОРКА МНОГО СЛОВ И ПРЕДЛОЖЕНИЙ от ПОЛЬЗОВАТЕЛЯ.",НАБОР negative
1655,171,The battery gets so HOT it is scary.,battery negative,"Батарея становится такой ГОРЯЧЕЙ, что это страшно.",аккумулятор negative
1885,14,"Not too much ""junk"" software to remove.",software positive,"Не так уж много ""мусорного"" программного обеспечения, чтобы удалить.",программное обеспечение positive
549,744,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,Acer screen negative <sep> USB port negative <sep> boot negative,"Aspire даже не загружается мимо экрана Acer с Droid (я пробовал и Motorola, и HTC), подключенным к USB-порту.",Экран Acer negative <sep> USB-порт negative <sep> ботинок negative
898,1842,  The lcd screen stopped working on mine after 10 months.,lcd screen negative,У меня перестал работать жк экран через 10 месяцев.,жк-экран negative
508,2669,Sometimes you really have to tap the pad to get it to worki,pad negative,"Иногда вам действительно нужно постучать по пэду, чтобы он заработал.",подушечка negative
837,1037,"The driver updates don't fix the issue, very frustrating.",driver updates negative,"Обновления драйверов не решают проблему, что очень расстраивает.",обновления драйверов negative
1510,2463,It works exactly like it did the day I took it out of the box.,works positive,"Он работает точно так же, как в тот день, когда я достал его из коробки.",работает positive
1213,2637,Delivery was early too.,Delivery positive,Доставка тоже была ранней.,Доставка positive
52,3073,The best thing about this laptop is the price along with some of the newer features.,price positive <sep> features positive,"Лучшее в этом ноутбуке - это цена, а также некоторые новые функции.",цена positive <sep> Особенности positive
1344,2709,Keys stick periodically and I havent had the laptop for 45 days yet.,Keys negative,"Ключи периодически залипают, а ноутбука у меня уже 45 дней нет.",Ключи negative
343,4,I bought a protector for my key pad and it works great :),protector neutral <sep> key pad positive,"Я купил защитную пленку для клавиатуры, и она отлично работает :)",защитник neutral <sep> клавиатура positive
1901,881,"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply neutral <sep> techies neutral,После 2 месяцев жалоб Asus наконец отправила моим технарям нужный блок питания.,источник питания neutral <sep> технари neutral
2941,1948,You can't even get a satellite card which is why I bought to begin with.,satellite card negative,"Вы даже не можете получить спутниковую карту, поэтому я купил ее для начала.",спутниковая карта negative
2267,3031,I know what 7 hrs of battery looks like.,battery positive,"Я знаю, как выглядят 7 часов работы от батареи.",аккумулятор positive
253,3020,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint positive,"Это все, на что я надеялся, с точки зрения внешнего вида, но в каком-то смысле более прочный.",смотреть и чувствовать точку зрения positive
378,2138,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",antivirus software neutral <sep> firewall neutral,"С Mac вам не нужно беспокоиться об антивирусном ПО или брандмауэре, это так замечательно.",антивирусная программа neutral <sep> межсетевой экран neutral
1230,2592,I wasn't a big fan of the Netbooks but this one was very well designed.,designed positive,"Я не был большим поклонником нетбуков, но этот был очень хорошо спроектирован.",разработан positive
1329,2250,iPhotos is an excellent program for storing and organizing photos.,iPhotos positive <sep> program positive,iPhotos - отличная программа для хранения и систематизации фотографий.,iPhotos positive <sep> программа positive
1411,219,The macbooks are small enough to be very portable yet hold tons of information and performance.,performance positive,"Macbook достаточно мал, чтобы быть очень портативным, но в то же время вмещать массу информации и производительность.",представление positive
27,2759,This laptop meets every expectation and Windows 7 is great!,Windows 7 positive,"Этот ноутбук оправдывает все ожидания, а Windows 7 - это великолепно!",Windows 7 positive
2693,2314,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications positive,"Приложения открываются за секунды, и когда вы задаетесь вопросом, не идет ли ваш компьютер на чай, не возникает никаких задержек, сбоев или неловких моментов.",Приложения positive
2460,1902,  The screen almost looked like a barcode when it froze.,screen negative,"Когда завис, экран выглядел почти как штрих-код.",экран negative
1142,2448,The pictures are clear as can be.,pictures positive,"Фотографии ясны, насколько это возможно.",фотографий positive
2852,543,after much effort and 10 days ASUS replaced itThe WiFi is very weak.,WiFi negative,после долгих усилий и 10 дней ASUS заменил его WiFi очень слабый.,Вай фай negative
2798,1392,sometimes you will be moving your finger and the pointer will not even move.,pointer negative,"иногда вы двигаете пальцем, а указатель даже не двигается.",указатель negative
2019,2904,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size positive,"Мне также нравится небольшой удобный размер моего ноутбука, что делает его идеальным инструментом для моих академических исследований.",размер positive
161,1488,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac positive,"Для Mac не нужно покупать антивирусную защиту, что экономит много времени и денег.",защита от вирусов для Mac positive
2227,2684,Good price.,price positive,Хорошая цена.,цена positive
393,1256,Wasted me at least 8 hours of installation time.,installation time negative,Зря потратил минимум 8 часов на установку.,время установки negative
290,1742,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size negative <sep> external monitor neutral,"Размер: я знаю, что 13 - это мало (особенно для замены настольного компьютера), но с внешним монитором, кого это волнует.",Размер negative <sep> внешний монитор neutral
2485,44,I regret buying it before understanding how awful it is to use.,use negative,"Сожалею о покупке, прежде чем понимаю, как ужасно пользоваться.",использовать negative
2208,2090,"Great product, very easy to use and great graphics.",graphics positive <sep> use positive,"Отличный продукт, очень простой в использовании и отличная графика.",графика positive <sep> использовать positive
551,1963,The battery life was shorter than expected.,battery life negative,Время автономной работы оказалось меньше ожидаемого.,срок службы батареи negative
540,1973,Microsoft word was not on it andI had to buy it seperately.,Microsoft word negative,"На нем не было ни слова Microsoft, и мне пришлось покупать его отдельно.",Microsoft Word negative
1202,1698,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,PRODUCT KEY negative,МОЯ ЕДИНСТВЕННАЯ ПРОБЛЕМА Я НЕ МОГУ РЕГ. ,КЛЮЧ ПРОДУКТА negative
368,505,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",CD drive negative <sep> running negative,"Они сразу же отправили мне коробку, чтобы я отправил свой компьютер, они заплатили почтовые расходы и еще много чего, но когда я вернул свой компьютер, он все еще не работал, и теперь мой привод компакт-дисков ничего не читал!",CD привод negative <sep> Бег negative
2853,925,You can call HP and they want you to buy more software to fix it.,software neutral,"Вы можете позвонить в HP и попросить вас купить дополнительное программное обеспечение, чтобы исправить это.",программное обеспечение neutral
1696,2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs positive <sep> loads positive,"Компьютер загружается примерно в 10 раз быстрее, чем мой компьютер, и у меня есть все программы, которые были на моем компьютере.",программы positive <sep> грузы positive
1245,2490,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,patches negative,"2-й лучший компьютер в мире. Только один способ, которым этот компьютер может стать лучшим, - это обновление патчей, чтобы людям было легче взламывать его.",патчи negative
2422,1676,Another Great thing is the Beast graphics.,Beast graphics positive,Еще одна замечательная вещь - это графика Beast.,Зверская графика positive
1492,2940,Runs smooth and quick.,Runs positive,Работает плавно и быстро.,Бежит positive
391,2811,"Fan vents to the side, so no cooling pad needed, great feature!",Fan positive <sep> cooling pad neutral <sep> feature positive,"Вентилятор отводится в сторону, поэтому охлаждающая подставка не требуется, отличная функция!",Поклонник positive <sep> охлаждающая подставка neutral <sep> характерная черта positive
918,2871,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance positive,"Я всегда использовал домашний ПК в корпусе Tower, сразу переходил к ноутбуку и был очень доволен его производительностью.",представление positive
1107,15,Runs fast and the regular layout keyboard is so much better.,regular layout keyboard positive <sep> Runs positive,"Работает быстро, а клавиатура с обычной раскладкой намного лучше.",обычная раскладка клавиатуры positive <sep> Бежит positive
396,1424,My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system negative <sep> Windows 7 neutral,"Моя беспроводная система не распознавала Windows 7, и я не мог выйти в Интернет, чтобы выяснить, почему.",беспроводная система negative <sep> Windows 7 neutral
2041,831,  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista negative,"Единственное, что я могу себе представить, это то, что Sony ухватилась за ранние спецификации требований Vista от Microsoft и разработала их с учетом этих неадекватных требований.",Vista negative
1922,3046,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff) negative <sep> fan neutral <sep> boot up neutral,"Итак, я отнес его обратно в магазин яблок, и они нарциссически настроенные гениальные сотрудники бара) исправили это, перезагрузив вентилятор при загрузке.",гениальный персонал бара) negative <sep> поклонник neutral <sep> загрузиться neutral
1595,2806,"the hinge design forced you to place various connections all around the computer, left right and front.",hinge design negative,"конструкция шарнира вынудила вас разместить различные соединения вокруг компьютера, слева направо и спереди.",шарнирная конструкция negative
2560,503,"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.",Norton negative,"Я никогда особо не скачивал что-либо, поэтому я не особо беспокоился о заражении вирусом, к тому же я думал, что меня защищает Norton.",Нортон negative
2607,1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance positive <sep> picture quality positive <sep> use positive,"Мой друг сообщает, что ноутбук поражает своей производительностью, качеством изображения и простотой использования.",представление positive <sep> качество изображения positive <sep> использовать positive
1442,2539,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs positive,"Я большой компьютерщик, я люблю любой компьютер, который хорошо работает, но когда я получил этот, я был так доволен тем, как он работает, и как он работает.",бежит positive
516,2291,There is no need to open a program first and the cliick open or import.,program positive,"Нет необходимости сначала открывать программу, а затем открывать или импортировать клик.",программа positive
2273,1658,"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband neutral <sep> microphone positive,"Garageband больше ориентирован на музыкантов, а ноутбук оснащен неплохим рабочим микрофоном, достаточным для начинающих и музыкантов среднего уровня.",Гаражная группа neutral <sep> микрофон positive
