review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
Z#6,id_11,Сакэ очень хорошо дополняет курсы и успешно помогает мне погрузиться в мир саке.,сакэ positive,0-4,The sake’s complimented the courses very well and is successfully easing me into the sake world.,sake’s positive
709294,id_0,Я и мой сосед по комнате ОБОЖАЕМ это место.,место positive,37-42,My roommate and I LOVE this place.,place positive
737999,id_3,Атмосфера приятная и расслабленная ...,Атмосфера positive,0-9,Atmosphere is nice and relaxed too...,Atmosphere positive
444818,id_0,"Серьезно, это место надрывает задницу.",место positive,14-19,"Seriously, this place kicks ass.",place positive
1538149,id_1,Еда была настоящей.,еда positive,0-3,The food was authentic.,food positive
746254,id_4,"С таким количеством хороших ресторанов на UWS мне не нужна еда с завышенными ценами, абсурдно высокомерные официанты, которые не признают, что они работают в прославленной закусочной, неуклюжий сервис и менеджмент, которому все равно.",еда negative,59-62,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food negative <sep> wait-staff negative <sep> service negative <sep> management negative
1430994,id_0,"Вид захватывающий, обслуживание на высшем уровне ... атмосфера замечательная.",атмосфера positive,53-62,The view is breathtaking the service is top notch... the ambiance is wonderfull.,view positive <sep> service positive <sep> ambiance positive
Z#6,id_0,"Возможно, самый романтичный ресторан в городе",Ресторан positive,28-36,Possibly the Most Romantic Restaurant in the City,Restaurant positive
1496205,id_3,Попробуйте зеленое карри с овощами.,зеленое карри с овощами positive,11-34,Try green curry with vegetables.,green curry with vegetables positive
1713185,id_1,"Последние два раза, когда я заказывал отсюда, моя еда была настолько острой, что я едва мог ее съесть, а пряность ухудшила вкус блюда.",еда negative <sep> пряность negative,50-53 <sep> 105-113,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food negative <sep> spice negative
1661757,id_0,Какое прекрасное место.,место positive,17-22,What a great place.,place positive
TFS#5,id_8,"Да, место классное и красивое, но они, безусловно, нацелены на очень здоровых людей, а не на обычных людей, которые время от времени хотят выкладываться на все сто.",место positive <sep> место negative,4-9 <sep> 4-9,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place positive <sep> place negative
1398844,id_7,"Честно говоря, единственным спасительным фактором была еда, которая была выше среднего, но не могла восполнить все остальные недостатки Теодоры.",еда positive,55-58,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food positive <sep> Teodora negative
1623276,id_1,"Еда вкусная, порции подходящие.",еда positive,0-3,The food is tasty and portion sizes are appropriate.,food positive <sep> portion sizes positive
1055910,id_5,"Не судите это место на первый взгляд, вы должны попробовать, чтобы в это поверить, дом вдали от дома для грамотных сердец.",место positive,14-19,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",place positive
1632445,id_2,"Сэндвич с лобстером хорош, а спагетти с гребешками и креветками великолепны.",спагетти с гребешками и креветками positive,29-63,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich positive <sep> spaghetti with Scallops and Shrimp positive
404464,id_0,"Thalia - красивый ресторан, где вас обслуживают красивые люди, но еда не совсем подходит.",люди positive <sep> еда negative,57-61 <sep> 66-69,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people positive <sep> food negative <sep> Thalia positive
496132,id_0,"Это то место, куда вы хотите отвести всех своих друзей и при этом сохранить в секрете.",место positive,7-12,This is the kind of place you'd like to take all your friends to and still keep a secret.,place positive
1353599,id_4,"Вроде маленькое место, но я думаю, если они не слишком заняты, может вместить группу или детей.",место neutral,16-21,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place neutral
1661757,id_4,"Я определенно рекомендую SEA, если вам нравится тайская кухня!",тайская кухня positive,48-61,I would definitely recommend SEA if you like thai cuisine!,thai cuisine positive
485767,id_0,Все в этом ресторане было особенным.,ресторан positive,11-19,Everything about this restaurant was special.,restaurant positive
TFS#10,id_4,Однако наше основное блюдо было замечательным.,основное блюдо positive,12-26,"However, our main course was wonderful.",main course positive
1730127,id_1,"Еда отличная, а обслуживание быстрое, дружелюбное и очень профессиональное.",еда positive,0-3,"The food is outstanding and the service is quick, friendly and very professional.",food positive <sep> service positive
TR#2,id_5,"Мы думали, что десерт будет лучше, Неправильно!",Десерт negative,15-21,"We thought the dessert would be better, Wrong!",dessert negative
735448,id_1,"кем бы ни был джазовый дуэт, они были на POINT.",джазовый дуэт positive,14-27,"whoever the jazz duo was, they were on POINT.",jazz duo positive
1660047,id_3,"После обеда менеджер схватил моего парня, спросил его: «Откуда ты? ... может ты не знаешь, как обстоят дела в Америке ...» и, в конце концов, унесся прочь, чуть не разозлившись, крича, что чаевые - единственное, на что они выживают.",менеджер negative,12-20,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager negative
CLF#5,id_3,"У вас есть отличный коктейль с цитрусовой водкой, соком лимона и лайма и листьями мяты, за которые стоит умереть!","коктейль с цитрусовой водкой, соком лимона и лайма и листьями мяты positive",20-86,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,cocktail with Citrus Vodka and lemon and lime juice and mint leaves positive
Y#6,id_4,"Роллы креативны, и мне еще предстоит найти другое суши-место, где подают более изобретательные, но вкусные японские блюда.",роллы positive,0-5,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,rolls positive <sep> japanese food positive
1125284,id_2,"Вывески, специальные меню, еда и даже официанты - ВСЕ ПОЛНОСТЬЮ японские.",еда positive,27-30,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs positive <sep> specials menus positive <sep> food positive <sep> waitstaff positive
DBG#6,id_7,"Мясо свежее, соусы отличные, вы получаете кимчи и салат бесплатно с едой, и обслуживание тоже хорошее.",мясо positive <sep> соусы positive <sep> кимчи positive <sep> салат positive,0-4 <sep> 13-18 <sep> 42-47 <sep> 50-55,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meat positive <sep> sauces positive <sep> service positive <sep> meal positive <sep> kimchi positive <sep> salad positive
NP#10,id_0,Лучший ресторан в Бруклине,ресторан positive,7-15,Best restaurant in Brooklyn,restaurant positive
1586174,id_6,Хотя официанты хороши.,официанты positive,5-14,the waitstaffs are nice though.,waitstaffs positive
530517,id_2,"Отличная еда, отличный декор, отличный сервис.",еда positive <sep> декор positive,9-12 <sep> 23-28,"Great food, great decor, great service.",food positive <sep> decor positive <sep> service positive
528251,id_0,Фантастическое место.,место positive,15-20,Fantastic place.,place positive
1335656,id_5,"Ингредиенты натуральные, что для меня большой плюс.",Ингредиенты positive,0-11,Ingredients are organic which is a real plus for me.,Ingredients positive
1573534,id_3,"Я счастлив, что еда была потрясающей.",еда positive,16-19,I am happy i did the food was awsome.,food positive
TR#3,id_3,Хорошая еда: мое любимое блюдо - спагетти с морепродуктами.,еда positive <sep> спагетти с морепродуктами positive,8-11 <sep> 33-58,Good food: my favorite is the seafood spaghetti.,food positive <sep> seafood spaghetti positive
1055910,id_4,Атмосфера - расслабленная и стильная.,Атмосфера positive,0-9,Ambiance- relaxed and stylish.,Ambiance positive
Y#5,id_0,японская еда с завышенными ценами и посредственное обслуживание,японская еда negative,0-12,overpriced japanese food with mediocre service,japanese food negative <sep> service neutral
430342,id_2,Мне очень нравятся гребешки и махи махи (на ризотто с шафраном!).,гребешки positive <sep> махи махи (на ризотто с шафраном positive,19-27 <sep> 30-62,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops positive <sep> mahi mahi (on saffron risotto positive
1572033,id_1,"Декор хороший, хотя обслуживание может быть пятнистым.",Декор positive,0-5,Decor is nice though service can be spotty.,Decor positive <sep> service negative
620892,id_6,"Еда была просто средней ... если бы они немного снизили цены, это было бы больше.",Еда neutral <sep> Еда negative,0-3 <sep> 0-3,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food neutral <sep> Food negative
378848,id_1,"В первый раз суши были выдающимися, во второй раз немного мягкими.",суши positive <sep> суши negative,13-17 <sep> 13-17,"The first time the sushi was outstanding, the second time it was a little bland.",sushi positive <sep> sushi negative
624715,id_2,Люди всегда приветливы.,Люди positive,0-4,People are always friendly.,People positive
875139,id_1,Пицца была довольно хорошей и огромной.,пицца positive,0-5,The pizza was pretty good and huge.,pizza positive
1470334,id_1,"Ess-A-Bagel (от Sty-Town или Midtown), безусловно, лучший рогалик в Нью-Йорке.",рогалик positive,58-65,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel positive
1730447,id_0,"Я не хочу писать, потому что не хочу, чтобы моя пиццерия была переполнена.",пиццерия positive,48-56,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place positive
BzG#2,id_3,Это отличное место для заказов или сидячих забастовок.,место positive,13-18,It's a great place to order from or sit-in.,place positive
503807,id_5,"Обслуживание было дружелюбным, и атмосфера была непринужденной.",атмосфера neutral,33-42,The service was friendly and the atmosphere was casual.,service positive <sep> atmosphere neutral
NP#4,id_4,"Я показал его менеджеру, и он с улыбкой извинился и принес нам два бесплатных десерта (но не спросил, что мы хотели, поэтому принес два последних десерта, которые мы просили).",менеджер positive <sep> менеджер negative,14-22 <sep> 14-22,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager positive <sep> manager negative
1451107,id_5,И действительно большие порции.,порции positive,24-30,And really large portions.,portions positive
DBG#2,id_14,"Раньше у этого ресторана не было никаких серьезных поводов для хвастовства, но теперь он просто омерзителен.",ресторан negative,15-23,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",restaurant negative
1074868,id_4,"Еда была хорошо приготовлена, а обслуживание безупречно.",еда positive,0-3,The food was well prepared and the service impecable.,food positive <sep> service positive
1230993,id_2,Наш сервер был очень полезным и дружелюбным.,сервер positive,4-10,Our server was very helpful and friendly.,server positive
713152,id_0,Превосходные пельмени подаются в чистом шикарном интерьере.,пельмени positive,13-21,"Excellent dumplings served amid clean, chic decor.",dumplings positive <sep> decor positive
1154550,id_0,Это лучшие суши в Нью-Йорке - безнадежно.,суши positive,11-15,This is the best sushi in new york city - hands down.,sushi positive
1058221,id_4,"У меня есть политика, которая сопровождается небольшим чувством самоуважения, которое включает в себя не позволять официанту запугивать меня, то есть заставлять меня чувствовать себя плохо, прося о таких мелочах, как вода или чек.",официант negative,115-123,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",waiter negative
CLF#5,id_6,"Я никогда не пишу на этих сайтах, но этот ресторан стоит похвалить!",ресторан positive,42-50,I never write on these sites but this restaurant is def worth commending!,restaurant positive
1147211,id_2,"Официантка была очень терпеливой с нами, и еда феноменальная!",официантка positive <sep> еда positive,0-10 <sep> 43-46,The waitress was very patient with us and the food is phenomenal!,waitress positive <sep> food positive
1702257,id_0,Хороший семейный традиционный ресторан.,ресторан positive,30-38,Nice Family owned traditional restaurant.,restaurant positive
1300636,id_2,Я очень рекомендую ролл с лобстером - не слишком много майонеза; ,ролл с лобстером positive,19-35,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster roll positive <sep> lobster positive
Z#9,id_2,"Обслуживание было очень быстрым и внимательным (благодаря кнопке обслуживания на вашем столе), но я едва понял одно слово, когда официант принял наш заказ.",официант negative,129-137,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service positive <sep> service button positive <sep> waiter negative
682391,id_3,Лучшая тайваньская кухня в Нью-Йорке!,Тайваньская кухня positive,7-24,Best Taiwanese food in NY!,Taiwanese food positive
Z#2,id_0,Опыт суши с моим женихом был невероятным.,Суши positive,5-9,Sushi experience was unbelievable with my fiance.,Sushi positive
1728733,id_5,"Мы закончили наш замечательный опыт, получив Гулаб Джамун (десерт), рекомендованный официантом.",Гулаб Джамун (десерт) positive,45-66,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert) positive
CLF#3,id_21,"Мы спросили стороны, которые официант, чем признал, что он забыл положить в эту часть нашего заказа.",официант negative,29-37,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter negative
1335154,id_1,"Отличная атмосфера, много людей.",атмосфера positive,9-18,"Great vibe, lots of people.",vibe positive
EVPK#10,id_0,Супер Вкусная пицца!,Пицца positive,14-19,Super YUMMY Pizza!,Pizza positive
CLF#4,id_1,"У меня есть пара плюсов: классный декор, хороший лаваш и хумус и жареный осьминог, который на самом деле был довольно вкусным.",декор positive <sep> лаваш positive <sep> хумус positive,34-39 <sep> 49-54 <sep> 57-62,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",decor positive <sep> pita positive <sep> hummus positive <sep> grilled octopus positive
511290,id_2,Обязательно попробуйте закуски из креветок.,закуски из креветок positive,23-42,You must try the shrimp appetizers.,shrimp appetizers positive
1477631,id_0,Это ЛУЧШИЙ ресторан шабу-шабу в районе Try-State.,Ресторан Шабу-Шабу positive,11-29,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant positive
Z#5,id_4,"Атмосфера была довольно приятной, но ей немного не хватало, что пытались восполнить сумасшедшей схемой зеркал.",атмосфера negative,0-9,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",atmosphere negative <sep> scheme of mirrors negative
1289424,id_5,Я очень рекомендую посетить этот ресторан и поужинать и выпить!,ресторан positive,33-41,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant positive
1404042,id_4,Кто-то еще порекомендовал десерт - мы его тоже оставили.,Десерт negative,26-32,Someone else recommended the dessert - we also left that.,dessert negative
611117,id_3,"Это было первое место, где мы ели во время нашей первой поездки в Нью-Йорк, и это будет последнее место, где мы остановимся, когда уезжаем из города в нашу следующую поездку в Нью-Йорк.",место positive,16-21,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place positive
PP#3,id_1,Лучшая пицца на планете.,пицца positive,7-12,Hands down the best pizza on the planet.,pizza positive
1269216,id_3,"Когда я какое-то время жил в северной части штата, я покупал замороженные рогалики, и они все равно были лучше, чем любые другие.",рогалики positive,74-82,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels positive
1280179,id_3,"Еда обычно очень хорошая, хотя иногда я задавался вопросом о свежих сырых овощах в дополнительных заказах.",Еда positive,0-3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food positive <sep> raw vegatables in side orders negative
1661043,id_0,Пицца здесь неизменно хорошая.,Пицца positive,0-5,Pizza here is consistently good.,Pizza positive
1125006,id_3,"У моей жены были огромные жареные креветки, и она мне очень понравилась.",жареные креветки positive,26-42,My wife had the fried shrimp which are huge and loved it.,fried shrimp positive
1387314,id_1,"Я впервые пишу отзыв о ресторане, потому что еда и обслуживание были отличными.",еда positive,45-48,This is my first time writing a review for a restaurant because the food and service was excellent.,food positive <sep> service positive
Y#5,id_3,еда была теплой.,еда negative,0-3,food was luke warm.,food negative
1004293,id_3,"Еда была паршивая - слишком сладкая или слишком соленая, а порции крошечные.",еда negative <sep> порции negative,0-3 <sep> 59-65,The food was lousy - too sweet or too salty and the portions tiny.,food negative <sep> portions negative
1748839,id_0,"Еда была в лучшем случае посредственной, но именно ужасное обслуживание заставило меня поклясться никогда не возвращаться.",еда negative,0-3,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food negative <sep> service negative
BG#6,id_0,Лучший индийский ресторан в городе,Индийский ресторан positive,7-25,Best Indian Restaurant in the City,Indian Restaurant positive
BHD#4,id_3,"Хот-доги на высшем уровне, и они потрясающие!",хот-доги positive,0-8,"The hot dogs are top notch, and they're Slamwich is amazing!",hot dogs positive <sep> Slamwich positive
1538149,id_5,Очень хороший выбор вин.,выбор вин positive,14-23,Very good wine choices.,wine choices positive
1662726,id_1,"Джентльмен, может быть, менеджер, подошел к нашему столику и без всякой улыбки или приветствия попросил наш заказ.",джентльмен negative,0-10,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman negative
1086478,id_3,Однако кухня почти всегда работает медленно.,кухня negative,7-12,"The kitchen however, is almost always slow.",kitchen negative
P#7,id_1,"Мы с коллегой пробовали Pacifico после работы несколько пятниц, и мне понравилось.",Pacifico positive,24-32,A coworker and I tried Pacifico after work a few Fridays and loved it.,Pacifico positive
1448587,id_0,"За исключением нашего лимонного салата, в котором было так много перца, что у нас слезились глаза, еда здесь была приличной, не отличной.",еда neutral,99-102,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food neutral <sep> lemon salad negative
1451109,id_0,"Если вы хотите чего-то действительно другого, попробуйте Джекил и Хайд.",Джекил и Хайд positive,57-70,If you want something really different than try Jekyll and Hyde.,Jekyll and Hyde positive
1586174,id_5,"единственное, что вы действительно можете попробовать, - это очень соленый соевый соус (даже с низким содержанием натрия), пропитанный уксусом рис и лук поверх рыбы.",соевый соус negative <sep> рис negative,75-86 <sep> 143-146,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",soy sauce negative <sep> rice negative
1138996,id_6,Постарайтесь посещать это место как можно чаще.,место positive,26-31,Make sure you try this place as often as you can.,place positive
Z#5,id_1,Изумительный интерьер.,интерьер negative,13-21,Mazing interior.,interior negative
1387314,id_4,Это небольшой милый ресторанчик.,ресторан positive,20-28,It's a small cute restaurant.,restaurant positive
P#7,id_4,"Наша официантка была не скупой, но и не особенно теплой и внимательной.",официантка neutral,5-15,"Our waitress wasn't mean, but not especially warm or attentive either.",waitress neutral
P#9,id_9,"В целом, приличная еда по хорошей цене, с дружелюбными людьми.",еда neutral <sep> еда positive,19-22 <sep> 19-22,"Overall, decent food at a good price, with friendly people.",food neutral <sep> food positive <sep> people positive
1726427,id_1,"Мы очень внимательно относимся к суши, и оба были довольны каждым выбором, который включал: смесь севиче (специальный), крабовые клецки, ассорти сашими, суши и роллы, два вида саке и банановую темпуру.",суши positive <sep> ассорти сашими positive <sep> суши positive <sep> роллы positive,33-37 <sep> 137-151 <sep> 33-37 <sep> 160-165,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi positive <sep> ceviche mix (special) positive <sep> crab dumplings positive <sep> assorted sashimi positive <sep> sushi positive <sep> rolls positive <sep> sake positive <sep> banana tempura positive
Z#5,id_2,Отличная еда!,еда positive,9-12,Great food!,food positive
Z#6,id_2,"Попасть в это несколько уединенное место - это не только приключение: войдя через немаркированные деревянные двери, дзен и уютный декор заставят вас почувствовать, что вас больше нет в городе.",немаркированные деревянные двери positive <sep> декор positive,82-114 <sep> 130-135,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",spot neutral <sep> unmarked wooden doors positive <sep> décor positive
720620,id_1,"Еда здесь очень хорошо соответствует названию (кантонский, то есть ...).",еда positive,0-3,The food here does a great service to the name (Cantonese that is...).,food positive
521916,id_0,"Ужин в центре города 2002 - исправление призов: закуски были в порядке, официант дал мне плохой совет .. попробуйте лучший канниш из картофеля.",Закуски neutral <sep> официант negative,48-55 <sep> 72-80,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",Appetizers neutral <sep> waiter negative <sep> potato stuff kanish positive
470488,id_3,"Рис был плохого качества и был так плохо приготовлен, что было трудно.",рис negative,0-3,The rice was poor quality and was cooked so badly it was hard.,rice negative
Y#9,id_2,"У них отличные роллы, тройной цвет и норвежские роллы, они потрясающие и сытные.",роллы positive,15-20,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",rolls positive <sep> triple color and norwegetan rolls positive
P#7,id_5,"Я должен сказать, что удивлен плохими отзывами о ресторане в начале года.",ресторан positive,49-57,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",restaurant positive
1335656,id_4,"Хотя мы искали обычный салат и немного грецких орехов, салаты, которые мы получили, были отличными.",салаты positive,55-61,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads positive
436868,id_3,"Обращаясь в это место, Hampton Chutney Co. предупреждает, что эти люди предлагают больше стиля, чем содержания, но в этой непривлекательной комнате с бесполезными клерками не хватало и первых.",место negative,16-21,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place negative <sep> room negative <sep> clerks negative
1232468,id_0,Тунец и картофель васабе превосходны.,тунец positive <sep> картофель васабе positive,0-5 <sep> 8-24,The tuna and wasabe potatoes are excellent.,tuna positive <sep> wasabe potatoes positive
Z#9,id_6,"Так что в конечном итоге вы платите только за ресторан, а не за еду.",ресторан negative <sep> ресторан neutral,46-54 <sep> 46-54,So what you really end up paying for is the restaurant not the food.,restaurant negative <sep> restaurant neutral <sep> food negative
Y#5,id_5,"Я искал банановую темпуру на десерт, а у них нет.",Десерт negative,29-35,I was looking for banana tempura for dessert and they dont have.,dessert negative
1062641,id_2,Еда отличная.,Еда positive,0-3,Food is great.,Food positive
RL#9,id_1,еда всегда свежая ...,еда positive,0-3,the food is always fresh ...,food positive
620892,id_2,Пицца была немного сырой.,Пицца negative,0-5,Pizza was a little soggy.,Pizza negative
1417496,id_4,"Оглядевшись, я увидел комнату, полную жителей Нью-Йорка, наслаждающихся настоящей едой в настоящем ресторане, а не клубом сказочных людей, которые пытаются быть увиденными.",ресторан positive,99-107,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal positive <sep> restaurant positive
1626564,id_2,Рыба такая свежая.,Рыба positive,0-4,Fish is so very fresh.,Fish positive
558423,id_4,"Однако, если вы хотите отличную еду по отличной цене и не возражаете против декора, вы не сможете превзойти это место.",декор neutral,76-81,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food positive <sep> decor neutral
PP#9,id_1,"Я думаю, что пицца настолько переоценена и была недостаточно приготовлена.",пицца negative,13-18,I think the pizza is so overrated and was under cooked.,pizza negative
535248,id_3,"Если вы отправляетесь за пределы острова Манхэттен и не можете найти отличный итальянский ресторан, поезжайте в Корона.",Корона positive,112-118,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",Corona positive
1338124,id_5,"В любом случае, это место, куда я обязательно снова заеду, когда буду в этой части города.",место positive,20-25,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",place positive
578016,id_0,У меня никогда не было такого чизкейка.,чизкейк positive,30-37,I have never had cheescake like this.,cheescake positive
759781,id_4,"Атмосфера очень расслабляющая и уютная, обслуживание было отличным, и еда была превосходной!",атмосфера positive <sep> еда positive,0-9 <sep> 70-73,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe positive <sep> service positive <sep> food positive
EVPK#9,id_3,корочка была на удивление хорошо приготовлена ​​и пицца была полностью загружена :) :) :),пицца positive,50-55,the crust was imazingly cooked well and pizza was fully loaded:):):),crust positive <sep> pizza positive
1707741,id_1,У буфета был хороший выбор.,буфет positive,2-7,The buffet had a nice selection.,buffet positive
BG#8,id_1,"Слоган ""Бухара Гриль"" говорит сам за себя: ""ИНДИЙСКИЙ СПАЙС-РЕЙВ""",Бухара Гриль positive,8-20,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",Bukhara Grill positive
512925,id_1,"Мне очень понравились разные и оригинальные штрихи, которые повар придает еде.",повар positive,60-65,I really loved the different and inovated touch that's the cheff gives to the food.,cheff positive
Z#11,id_5,"Еда общая, поэтому мы вместе заказываем и едим.",еда positive,0-3,The food is all shared so we get to order together and eat together.,food positive
BHD#4,id_0,Отличные хот-доги!,Хот-доги positive,9-17,Great Hot Dogs!,Hot Dogs positive
476473,id_0,"Потрясающая пицца, особенно кусок Маргариты.",Пицца positive,12-17,Awsome Pizza especially the Margheritta slice.,Pizza positive <sep> Margheritta slice positive
BG#8,id_6,Бухара входит в пятерку лучших индийских мест в Нью-Йорке,Бухара positive,0-6,Bukhara is on my top 5 Indian places in NYC,Bukhara positive
929329,id_3,"Интересный выбор, хорошие вина, прекрасное обслуживание, веселый декор.",вина positive <sep> декор positive,26-30 <sep> 65-70,"Interesting selection, good wines, service fine, fun decor.",wines positive <sep> service positive <sep> decor positive <sep> selection positive
BHD#9,id_1,Потрясающая органическая собака и экологически чистое заведение.,собака positive,25-31,"An awesome organic dog, and a conscious eco friendly establishment.",dog positive <sep> establishment positive
FF#10,id_8,"Официантка приходила проверять нас каждые несколько минут и начала убирать тарелки, пока половина из нас все еще ела (моя большая любимая мозоль, которая случается почти везде, поэтому я стараюсь игнорировать это).",официантка negative,0-10,"The waitress came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so I try to ignore it).",waitress negative
955711,id_0,"Это место поразило меня ... безусловно, мой новый любимый ресторан в верхней части города.",место positive,4-9,This place blew me away...by far my new favorite restaurant on the uppereast side.,place positive
1398844,id_2,"Столы забиты слишком близко, меню типично для любого итальянского ресторана, а карта вин просто завышена.",столы negative <sep> меню neutral,0-5 <sep> 29-33,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables negative <sep> menu neutral <sep> wine list negative
1241906,id_0,"Отличный сервис, отличная еда.",еда positive,26-29,"Great service, great food.",service positive <sep> food positive
1162037,id_1,"Благодаря большому разнообразию меню, я часто ем здесь и никогда не скучаю.",меню positive,32-36,"With the great variety on the menu , I eat here often and never get bored .",menu positive
BG#5,id_4,"У меня 4 вместо 5 из-за цены (просто курица тикка масала - без рисового хлеба - 25 долларов), чего я ожидал бы в высококлассном индийском ресторане, но это место не выглядит высококлассным.",место positive <sep> место negative <sep> курица тикка масала negative,10-15 <sep> 10-15 <sep> 37-56,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place positive <sep> place negative <sep> chicken tikka masala negative <sep> feel negative
PP#4,id_0,мне нравится это место,место positive,17-22,I love this place,place positive
TM#6,id_3,"Будьте готовы подождать, потому что место довольно маленькое.",место negative,36-41,"Be prepared to wait, because the place is pretty tiny.",place negative
709294,id_3,"Размеры порций здесь огромные, а суши хорошие.",суши positive,33-37,"The portion sizes here are huge, and the sushi is good.",portion positive <sep> sushi positive
565344,id_1,"Это маленькое место определенно превзошло мои ожидания, и вы наверняка получите много еды за свои деньги.",место positive,14-19,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food positive <sep> place positive
536919,id_1,"Единственное, чего за вас не делают официанты, это вытирают подбородок, когда вы уходите.",официанты positive,36-45,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters positive
TFS#10,id_2,"Винная карта была обширной, хотя персонал, похоже, не разбирался в винных парах.",винная карта positive,0-12,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,wine list positive <sep> staff negative
FF#10,id_2,Еда хороша.,еда positive,0-3,The food is good.,food positive
1380450,id_1,"Стейк на вешалке был похож на резину, а тунец был безвкусным, не говоря уже о том, что на вкус он был так, будто его только что разморозили.",стейк на вешалке negative <sep> тунец negative,0-16 <sep> 40-45,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak negative <sep> tuna negative
