review_id,sentences_ids,sentences_texts,sentences_opinions,texts_trans,opinions_trans
935633,id_3,"I found it on a cold night, the perfect spot to warm up.",spot positive,"Я нашел его холодной ночью, идеальное место, чтобы согреться.","пятно, место positive"
Z#9,id_1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths positive,"Оба они не такие маленькие, как показывают некоторые обзоры, они идеально подходят для двух человек.",оба positive
1147082,id_1,Sauce was watery and the food didn't have much flavor.,Sauce negative <sep> food negative,"Соус был водянистым, а еда не имела особого вкуса.",Соус negative <sep> еда negative
1642666,id_0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods negative,"Мы ели в этом тайском заведении, следуя отзывам, но очень недовольны едой.",еда negative
475298,id_2,Food is great and inexpensive.,Food positive,Еда отличная и недорогая.,Еда positive
426805,id_0,"The view is spectacular, and the food is great.",view positive <sep> food positive,"Вид изумительный, еда отличная.",Посмотреть positive <sep> еда positive
470488,id_1,The soup for the udon was soy sauce and water.,soup for the udon negative,Суп для удона представлял собой соевый соус и воду.,суп для удона negative
426805,id_1,Wonderful strawberry daiquiries as well!,strawberry daiquiries positive,Замечательные клубничные дайкири!,клубничные рассыпки positive
FF#3,id_23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",manager negative <sep> drinks positive <sep> appetizers positive,"Менеджер подошел к столу и сказал, что мы можем делать все, что захотим, поэтому мы заплатили за то, что нам понравилось, за напитки и закуски, и вышли.",менеджер negative <sep> напитки positive <sep> закуски positive
DBG#7,id_7,Easily the worst stir-fried squid I've ever tasted.,stir-fried squid negative,"Пожалуй, худший жареный кальмар, который я когда-либо пробовал.",жареный кальмар negative
CLF#7,id_0,Gorgeous place ideal for a romantic dinner,place positive,Великолепное место идеально подходит для романтического ужина,место positive
1543345,id_2,Get the pepperoni - YUM - and a family style salad.,pepperoni positive <sep> family style salad positive,Возьмите пепперони - НЯМ - и салат по-домашнему.,пепперони positive <sep> салат по-семейному positive
1404042,id_4,Someone else recommended the dessert - we also left that.,dessert negative,Кто-то еще порекомендовал десерт - мы его тоже оставили.,Десерт negative
1280166,id_2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food positive <sep> pork belly negative,"Еда тоже была очень хорошей, учитывая, что мы попробовали бюджетный выбор (хотя я бы хотел, чтобы свиная грудинка, которую я заказал, жарилась немного дольше, чтобы жир был более тающим во рту).",Еда positive <sep> свиная грудинка negative
TR#3,id_0,Great place to relax and enjoy your dinner,place positive,"Отличное место, чтобы расслабиться и насладиться ужином",место positive
1287538,id_0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",restaurant positive,"Если бы мы переехали с верхнего востока, нам бы очень не хватало этого ресторана.",ресторан positive
1221938,id_0,The drinks are always welll made and wine selection is fairly priced.,drinks positive <sep> wine selection positive,"Напитки всегда хорошо приготовлены, а выбор вин доступен по умеренным ценам.",напитки positive <sep> выбор вин positive
1119578,id_1,The pizza is overpriced and soggy.,pizza negative,Пицца слишком дорогая и сырая.,пицца negative
1303984,id_3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes neutral <sep> fried dumplings neutral,Блинчики с луком и жареные клецки не были чем-то необычным.,оладьи с луком neutral <sep> жареные пельмени neutral
1477631,id_0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant positive,Это ЛУЧШИЙ ресторан шабу-шабу в районе Try-State.,Ресторан Шабу-Шабу positive
ADLT#2,id_1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas positive <sep> risottos positive <sep> sepia positive <sep> braised rabbit positive,"Паста невероятная, ризотто (особенно сепия) великолепны, а тушеный кролик восхитителен.",пасты positive <sep> ризотто positive <sep> сепия positive <sep> тушеный кролик positive
682391,id_0,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice positive <sep> sour spicy soup positive,Лучшие голени над рисом и кисло-острым супом в городе!,голени над рисом positive <sep> кислый острый суп positive
1055910,id_5,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",place positive,"Не судите это место на первый взгляд, вы должны попробовать, чтобы в это поверить, дом вдали от дома для грамотных сердец.",место positive
Z#11,id_5,The food is all shared so we get to order together and eat together.,food positive,"Еда общая, поэтому мы вместе заказываем и едим.",еда positive
BG#5,id_4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place positive <sep> place negative <sep> chicken tikka masala negative <sep> feel negative,"У меня 4 вместо 5 из-за цены (просто курица тикка масала - без рисового хлеба - 25 долларов), чего я ожидал бы в высококлассном индийском ресторане, но это место не выглядит высококлассным.",место positive <sep> место negative <sep> курица тикка масала negative <sep> Чувствовать negative
483111,id_0,Winnie and her staff are the best crew you can find serving you.,staff positive <sep> Winnie positive,"Винни и ее сотрудники - лучшая команда, которую вы можете найти, обслуживающую вас.",сотрудники positive <sep> Винни positive
1335154,id_4,"I didn't complain, I liked the atmosphere so much.",atmosphere positive,"Я не жаловался, мне очень понравилась атмосфера.",атмосфера positive
CLF#7,id_3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,service positive <sep> waiter positive,"Обслуживание было великолепным, так как официант знал все о меню и его рекомендации были потрясающими!",услуга positive <sep> официант positive
BHD#4,id_0,Great Hot Dogs!,Hot Dogs positive,Отличные хот-доги!,Хот-доги positive
DBG#7,id_5,Too bad I had paid an extra $2 for the stone bowl.,stone bowl negative,"Жаль, что я заплатил дополнительно 2 доллара за каменную чашу.",каменная чаша negative
DBG#7,id_8,The sauce tasted more like Chinese fast food than decent Korean.,sauce negative,"Соус был больше похож на китайский фастфуд, чем на приличный корейский.",соус negative
BzG#2,id_0,"Great place, great value.",place positive,"Отличное место, отличное соотношение цены и качества.",место positive
TFS#5,id_23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons neutral <sep> The Four Seasons negative,"У Four Seasons есть история, и это своего рода достопримечательность ресторанов Нью-Йорка, но поверьте мне, они будут взимать с вас деньги, только чтобы вы могли сказать: «Я был в ресторане Four Seasons».",Четыре сезона neutral <sep> Четыре сезона negative
444818,id_0,"Seriously, this place kicks ass.",place positive,"Серьезно, это место надрывает задницу.",место positive
1335656,id_5,Ingredients are organic which is a real plus for me.,Ingredients positive,"Ингредиенты натуральные, что для меня большой плюс.",Ингредиенты positive
1380450,id_2,Service was also horrible and the ambience is not that great.,Service negative <sep> ambience negative,"Обслуживание было ужасным, и атмосфера не очень хорошая.",Услуга negative <sep> атмосфера negative
ADLT#11,id_1,"The food is very good, but not outstanding.",food neutral,"Еда очень хорошая, но не выдающаяся.",еда neutral
680390,id_1,The food's as good as ever.,food positive,Еда как никогда хороша.,еда positive
503807,id_5,The service was friendly and the atmosphere was casual.,service positive <sep> atmosphere neutral,"Обслуживание было дружелюбным, и атмосфера была непринужденной.",услуга positive <sep> атмосфера neutral
BzG#2,id_2,The atmosphere is relaxed and casual.,atmosphere positive,Атмосфера непринужденная и непринужденная.,атмосфера positive
1253117,id_2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection negative,"Две жалобы - их закуска воняет, было бы неплохо, чтобы в меню были палочки из моцареллы.",выбор закусок negative
720620,id_1,The food here does a great service to the name (Cantonese that is...).,food positive,"Еда здесь очень хорошо соответствует названию (кантонский, то есть ...).",еда positive
720620,id_8,Big Wong is a great place to eat and fill your stomach.,Big Wong positive,"Биг Вонг - отличное место, чтобы поесть и набить желудок.",Большой Вонг positive
519425,id_0,The food was absolutely amazing!!,food positive,Еда была просто восхитительной !!,еда positive
426930,id_2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes positive,"Холодные закуски на вкус такие же, как я их помню, когда я рос на Тайване.",холодные закуски positive
746254,id_0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter negative,"Мы сели на улице, и официант пролил красное вино и горячий чай на меня и мою подругу.",официант negative
RL#9,id_1,the food is always fresh ...,food positive,еда всегда свежая ...,еда positive
Y#6,id_2,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot positive <sep> sushi positive <sep> service positive,"Неприхотливое место в Park Slope, суши неизменно хорошие, обслуживание приятное, эффективное и непритязательное.","пятно, место positive <sep> суши positive <sep> услуга positive"
957145,id_3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden positive <sep> Jazz Bar positive <sep> Thin Crust Pizzas positive <sep> Lasagna Menu positive,"Я также был поражен всеми нововведениями за последние несколько лет: новый джаз-бар, самый фантастический обеденный сад, лучшая пицца с тонкой корочкой, а теперь и меню лазаньи, за которое стоит умереть (это не ваше среднее ",Обеденный сад positive <sep> Джаз Бар positive <sep> Пицца на тонком тесте positive <sep> Лазанья Меню positive
680345,id_1,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls positive,Я очень рекомендую очень простые роллы Унда (Яйцо).,Унда (яичные) роллы positive
Z#9,id_2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service positive <sep> service button positive <sep> waiter negative,"Обслуживание было очень быстрым и внимательным (благодаря кнопке обслуживания на вашем столе), но я едва понял одно слово, когда официант принял наш заказ.",услуга positive <sep> сервисная кнопка positive <sep> официант negative
1417496,id_0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food positive <sep> service positive <sep> atmosphere positive,"Ресторан, который ничего не пытается делать, кроме как подавать отличную еду с отличным обслуживанием в приятной атмосфере.",еда positive <sep> услуга positive <sep> атмосфера positive
737999,id_2,Always good drinks and service is pretty good;,drinks positive <sep> service positive,Всегда хорошие напитки и очень хорошее обслуживание;,напитки positive <sep> услуга positive
682250,id_0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor positive <sep> service positive <sep> food positive,"Был здесь вчера вечером - хороший декор, хорошее обслуживание, но еда была на удивление превосходной.",декор positive <sep> услуга positive <sep> еда positive
ADLT#8,id_0,Love Al Di La,Al Di La positive,Любовь Аль Ди Ла,Аль-ди-ла positive
BG#6,id_0,Best Indian Restaurant in the City,Indian Restaurant positive,Лучший индийский ресторан в городе,Индийский ресторан positive
1470334,id_1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel positive,"Ess-A-Bagel (от Sty-Town или Midtown), безусловно, лучший рогалик в Нью-Йорке.",рогалик positive
NP#4,id_9,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",food negative,"Я работал в ресторанах и много готовил, и личинка не может попасть в хорошо приготовленную пищу.",еда negative
1280179,id_2,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating positive,"Посадка всегда оперативная, хотя вечером ресторан заполняется.",Сидения positive
610611,id_1,"stick with the chicken, beef, and lamb dishes.",chicken positive <sep> beef positive <sep> lamb dishes positive,"придерживайтесь блюд из курицы, говядины и баранины.",курица positive <sep> говядина positive <sep> блюда из баранины positive
ADLT#10,id_1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",restaurant positive,"Это САМЫЙ замечательный ресторан во всем Нью-Йорке, не только в Бруклине ...",ресторан positive
1702257,id_0,Nice Family owned traditional restaurant.,restaurant positive,Хороший семейный традиционный ресторан.,ресторан positive
1632445,id_3,The service is good and ambience is good for a date or group outing.,service positive <sep> ambience positive,"Обслуживание хорошее, и атмосфера хороша для свидания или групповой прогулки.",услуга positive <sep> атмосфера positive
740923,id_3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef negative,"Не собирался делиться, но чувствую себя обязанным ... сидя в суши-баре, мы наблюдали, как шеф-повар случайно уронил кусок Унаги на пол и, взяв его с пола, продолжил использовать этот кусок в порядке доставки, который он ",повар negative
1380450,id_1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak negative <sep> tuna negative,"Стейк на вешалке был похож на резину, а тунец был безвкусным, не говоря уже о том, что на вкус он был так, будто его только что разморозили.",стейк на вешалке negative <sep> тунец negative
1572033,id_2,This place is always packed.,place neutral,Здесь всегда полно людей.,место neutral
1357554,id_3,"Service was slow, but the people were friendly.",Service negative <sep> people positive,"Обслуживание было медленным, но люди были дружелюбными.",Услуга negative <sep> люди positive
1347423,id_1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff positive <sep> food positive <sep> place positive,"Персонал был любезным, еда была очень вкусной, и место прекрасное.",сотрудники positive <sep> еда positive <sep> место positive
717570,id_3,The portions are small but being that the food was so good makes up for that.,portions negative <sep> food positive,"Порции маленькие, но еда была очень хорошей.",порции negative <sep> еда positive
541532,id_0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere positive,"Уютная романтическая атомосфера, максимум на 15 столиков.",атомосфера positive
1728733,id_5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert) positive,"Мы закончили наш замечательный опыт, получив Гулаб Джамун (десерт), рекомендованный официантом.",Гулаб Джамун (десерт) positive
1032695,id_0,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,Restaurant Saul positive,Каждый раз в Нью-Йорке я стараюсь посетить ресторан Saul на Смит-стрит.,Ресторан Саул positive
461928,id_1,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza positive <sep> proprietor positive,"Пицца восхитительна, а владелец - один из лучших в Нью-Йорке.",пицца positive <sep> собственник positive
BFC#7,id_5,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,girl negative,"Вьющаяся ретро-девушка (в очках с крыльями / Dame Edna) будет кричать на вас, если вы попытаетесь заказать напиток.",девочка negative
NP#4,id_7,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",manager negative,"В конце концов, менеджер сказал, что подберет два бокала вина (которые стоят меньше, чем еда), и сделал это большой уступкой.",менеджер negative
BzG#4,id_2,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",food positive <sep> gyro meat positive <sep> sausages positive <sep> ingredients positive,"Что действительно заставляет его сиять, так это еда, которая агрессивно приправлена ​​кипрскими специями, и все это сделано собственными силами (даже мясо гироскопа и колбасы) и сделано из ингредиентов гораздо более высокого качества, которых в противном случае можно было бы ожидать.",еда positive <sep> гироскопическое мясо positive <sep> колбасы positive <sep> ингредиенты positive
680390,id_2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food positive,"В районе, где, к сожалению, не хватает приличной тайской кухни, это одно из лучших мест.",тайская еда positive
BFC#9,id_5,The menu is fairly simple without much descriptions.,menu neutral,"Меню довольно простое, без подробных описаний.",меню neutral
1661043,id_4,Decor is charming.,Decor positive,Декор очаровательный.,Декор positive
709294,id_1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating positive,"Недавно мы решили попробовать это место, и, к нашему удовольствию, у них есть сиденья на открытом воздухе, идеально подходящие, так как со мной был мой йорк.",сидения на открытом воздухе positive
1451107,id_0,This place is so much fun.,place positive,Здесь так весело.,место positive
CLF#4,id_11,It is quite a spectacular scene i'll give them that.,scene positive,Я дам им это довольно зрелищное зрелище.,сцена positive
TFS#5,id_21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant negative,"Я прочитал отзывы, которые назвали ресторан слишком дорогим, и подумал про себя, но, может быть, оно того стоит.",ресторан negative
1649025,id_2,The food is so cheap and the waiters are nice.,food positive <sep> waiters positive,"Еда такая дешевая, а официанты приятные.",еда positive <sep> официанты positive
1287538,id_2,The restaurant is cute but not upscale.,restaurant neutral,"Ресторан симпатичный, но не высококлассный.",ресторан neutral
1303888,id_0,All the staff is absolutely professional!!,staff positive,Весь персонал абсолютно профессионален !!,сотрудники positive
BG#5,id_5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters negative,"Кроме того, официанты пытаются навязать вам побольше еды, например, предлагают вещи, как если бы они были бесплатными, хотя на самом деле они стоят $.",официанты negative
1232468,id_0,The tuna and wasabe potatoes are excellent.,tuna positive <sep> wasabe potatoes positive,Тунец и картофель васабе превосходны.,тунец positive <sep> картофель васабе positive
1606837,id_2,The service was attentive.,service positive,Обслуживание было внимательным.,услуга positive
1451109,id_2,The food was pretty tradional but it was hot and good with large portions.,food positive <sep> portions positive,"Еда была довольно традиционной, но горячей и вкусной, с большими порциями.",еда positive <sep> порции positive
CLF#3,id_13,"However, our $14 drinks were were horrible!",drinks negative,Однако наши напитки за 14 долларов были ужасными!,напитки negative
1726473,id_3,A Thai restaurant out of rice during dinner?,Thai restaurant negative,Тайский ресторан без риса во время ужина?,Тайский ресторан negative
436868,id_3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place negative <sep> room negative <sep> clerks negative,"Обращаясь в это место, Hampton Chutney Co. предупреждает, что эти люди предлагают больше стиля, чем содержания, но в этой непривлекательной комнате с бесполезными клерками не хватало и первых.",место negative <sep> комната negative <sep> клерки negative
BFC#9,id_22,"Service not the friendliest to our ""large party""!",Service negative,"Сервис не самый дружелюбный к нашей ""большой тусовке""!",Услуга negative
TFS#2,id_0,The Four Seasons restaurant is a great experience.,The Four Seasons restaurant positive,Ресторан Four Seasons - это отличный опыт.,Ресторан Four Seasons positive
TM#4,id_3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food negative,"Изначально моя мама познакомила меня с этим местом, но даже она (будучи индийкой) считает, что еда может быть чересчур острой и слишком жирной.",еда negative
512925,id_1,I really loved the different and inovated touch that's the cheff gives to the food.,cheff positive,"Мне очень понравились разные и оригинальные штрихи, которые повар придает еде.",повар positive
584025,id_0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot positive,"Отличное место, ищете ли вы пару напитков или тихий ужин.","пятно, место positive"
1230993,id_0,I had a grat time at Jekyll and Hyde!,Jekyll and Hyde positive,Я отлично провел время в «Джекилле и Хайде»!,Джекил и Хайд positive
1615322,id_5,It's a rather cramped and busy restaurant and it closes early.,restaurant negative,"Это довольно тесный и загруженный ресторан, который закрывается рано.",ресторан negative
1289424,id_5,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant positive,Я очень рекомендую посетить этот ресторан и поужинать и выпить!,ресторан positive
507755,id_2,Finally a reliable Chinese restaurant!,Chinese restaurant positive,Наконец-то надежный китайский ресторан!,китайский ресторан positive
Y#3,id_3,"Excellent sashimi, and the millennium roll is beyond delicious.",sashimi positive <sep> millennium roll positive,"Превосходные сашими, а рулет тысячелетия - невероятно вкусный.",сашими positive <sep> ролл тысячелетия positive
565344,id_2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service positive <sep> food positive <sep> hot sauce positive,"Обслуживание было быстрым и дружелюбным, еда была очень вкусной, и у них был лучший острый соус, который можно добавить к вашим блюдам.",услуга positive <sep> еда positive <sep> острый соус positive
NP#3,id_2,Noodle pudding is exactly the type of service and food I enjoy.,service positive <sep> food positive,"Пудинг с лапшой - это именно тот вид обслуживания и еды, которые мне нравятся.",услуга positive <sep> еда positive
1280179,id_0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice positive,"Я был в Cafe Spice, наверное, 5-8 раз, это, наверное, все еще лучший индийский ресторан на Юнион-сквер.",Кафе Спайс positive
1189674,id_3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen positive <sep> restaurant negative,"По общему признанию, некоторые вечера в ресторане были довольно теплыми, но открытая кухня - часть очарования.",открытая кухня positive <sep> ресторан negative
1028246,id_0,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish positive,"Пошел на трехдневный запой устриц, и Фиш поднял закрытие, и я так рад, что это было то место, где закончилась поездка, потому что это было так здорово!",Рыба positive
NP#4,id_4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager positive <sep> manager negative,"Я показал его менеджеру, и он с улыбкой извинился и принес нам два бесплатных десерта (но не спросил, что мы хотели, поэтому принес два последних десерта, которые мы просили).",менеджер positive <sep> менеджер negative
NP#10,id_0,Best restaurant in Brooklyn,restaurant positive,Лучший ресторан в Бруклине,ресторан positive
1225162,id_1,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food positive,Экзотическая еда красиво представлена ​​и вызывает восхищение в восхитительных сочетаниях.,экзотическая еда positive
1145510,id_0,This is a fun restaurant to go to.,restaurant positive,Это интересный ресторан.,ресторан positive
1264954,id_0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant positive,"Недавно в воскресенье днем ​​мы с другом случайно нашли этот замечательный ресторан по пути, чтобы посмотреть, как выигравший Пулитцеровский приз играет СОМНЕНИЕ.",ресторан positive
1125006,id_3,My wife had the fried shrimp which are huge and loved it.,fried shrimp positive,"У моей жены были огромные жареные креветки, и она мне очень понравилась.",жареные креветки positive
1655504,id_2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas positive <sep> paninis positive <sep> tramezzinis positive,"Большой выбор брускетты, панини, трамеццини предотвращает застаивание вкуса.",брускетты positive <sep> панинис positive <sep> Tramezzinis positive
1632929,id_5,Truly the mark of an attentive waiter.,waiter positive,Поистине знак внимательного официанта.,официант positive
430342,id_6,Great neighborhood joint.,joint positive,Отличное соседство.,соединение positive
1603698,id_6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict negative,"Я ел их яйца-бенедикт на поздний завтрак, которые были худшими за всю мою жизнь, я попытался полностью удалить соус холлондайз, вот насколько это было неудачно.",яйца Бенедикт negative
1713185,id_1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food negative <sep> spice negative,"Последние два раза, когда я заказывал отсюда, моя еда была настолько острой, что я едва мог ее съесть, а пряность ухудшила вкус блюда.",еда negative <sep> пряность negative
P#10,id_5,"Don't get me started on the margaritas, either.",margaritas negative,И не заставляйте меня начинать с маргариты.,маргариты negative
449802,id_0,"Good spreads, great beverage selections and bagels really tasty.",spreads positive <sep> beverage selections positive <sep> bagels positive,"Хорошие спреды, отличный выбор напитков и действительно вкусные рогалики.",спреды positive <sep> выбор напитков positive <sep> рогалики positive
1417496,id_3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service positive <sep> staff positive,"Обслуживание было безупречным и ненавязчивым - персонал знает, что им нужно делать - знать их меню, подавать блюда и заботиться о ваших потребностях.",услуга positive <sep> сотрудники positive
535171,id_1,Not the typical NYC gimmick theme restaurant.,restaurant positive,Не типичный тематический ресторан Нью-Йорка.,ресторан positive
1119578,id_2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients positive <sep> pizza negative <sep> crust negative,"Да, они используют необычные ингредиенты, но даже необычные ингредиенты не годятся для хорошей пиццы, если кто-то не знает, как получить правильную корочку.",ингредиенты positive <sep> пицца negative <sep> корка negative
TM#6,id_5,"Even though the place is not beautiful, the food speaks for itself.",place negative <sep> food positive,"Несмотря на то, что место не красивое, еда говорит сама за себя.",место negative <sep> еда positive
720620,id_5,Simply some good tasting Chinese food at incredible prices...,Chinese food positive,Просто вкусная китайская еда по невероятным ценам ...,китайская еда positive
1086478,id_3,"The kitchen however, is almost always slow.",kitchen negative,Однако кухня почти всегда работает медленно.,кухня negative
1241906,id_0,"Great service, great food.",service positive <sep> food positive,"Отличный сервис, отличная еда.",услуга positive <sep> еда positive
ADLT#3,id_1,Everything on the menu is great.,menu positive,В меню все отлично.,меню positive
1353599,id_0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza positive <sep> place positive,Сразу возле L в Бруклине это красивое уютное место с хорошей пиццей.,пицца positive <sep> место positive
FF#3,id_0,How is this palce still open?,palce negative,Как это место еще открыто?,palce negative
485767,id_0,Everything about this restaurant was special.,restaurant positive,Все в этом ресторане было особенным.,ресторан positive
1632445,id_0,Mermaid Inn is an overall good restaurant with really good seafood.,seafood positive <sep> Mermaid Inn positive,Mermaid Inn - в целом хороший ресторан с действительно хорошими морепродуктами.,морепродукты positive <sep> Русалка Inn positive
521916,id_1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon negative <sep> chicken positive <sep> servings for main entree negative,"Небольшие порции для основного блюда, у меня был лосось (не впечатлен), у подруги была курица, это было хорошо.",лосось negative <sep> курица positive <sep> порции для основного блюда negative
713152,id_1,"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo positive,"Я получил 10-долларовую комбинацию дим-сам из 10 частей, каждый кусочек которой был великолепен.",Комбо дим-сам из 10 предметов за $ 10 positive
445960,id_4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",place positive,Это отличное место для отдыха приехавших из города и идеальное место для наблюдения за закатом.,место positive
FF#6,id_6,The only thing that my friend left out is that when we sat down at the bar the bartender disappeared.,bartender negative,"Единственное, что упустил мой друг, это то, что когда мы сели в баре, бармен исчез.",бармен negative
TR#5,id_3,The family seafood entree was very good.,family seafood entree positive,Семейное блюдо из морепродуктов было очень хорошим.,семейное блюдо из морепродуктов positive
1390357,id_2,"I like the ambience, it's very dark and original.",ambience positive,"Мне нравится атмосфера, она очень мрачная и оригинальная.",атмосфера positive
378848,id_1,"The first time the sushi was outstanding, the second time it was a little bland.",sushi positive <sep> sushi negative,"В первый раз суши были выдающимися, во второй раз немного мягкими.",суши positive <sep> суши negative
FF#10,id_0,bad staff,staff negative,плохой персонал,сотрудники negative
BFC#9,id_19,I heard the lobster roll was excellent.,lobster roll positive,"Я слышал, рулет из лобстера был превосходным.",ролл с лобстером positive
737999,id_3,Atmosphere is nice and relaxed too...,Atmosphere positive,Атмосфера приятная и расслабленная ...,Атмосфера positive
509227,id_1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food negative <sep> ambience negative,"Еда в лучшем случае приличная, и атмосфера, ну, это вопрос мнения, некоторые могут посчитать это сладким, я подумал, что это просто раздражает.",еда negative <sep> атмосфера negative
P#7,id_2,The atmosphere was great.,atmosphere positive,Атмосфера была отличной.,атмосфера positive
1199480,id_0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood positive <sep> food positive,"Не уверен, где обедал предыдущий обозреватель, lonk, но Сол находится в отличном районе и имеет отличную еду!",район positive <sep> еда positive
444818,id_1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere positive <sep> service positive <sep> food positive,"Непривычная атмосфера, безупречное обслуживание и великолепная еда.",атмосфера positive <sep> услуга positive <sep> еда positive
ADLT#10,id_6,"great food, great wine list, great service in a great neighborhood...",food positive <sep> wine list positive <sep> service positive <sep> neighborhood positive,"отличная еда, отличная карта вин, отличный сервис в отличном районе ...",еда positive <sep> винная карта positive <sep> услуга positive <sep> район positive
